headlines,clean_headlines,labels,Dominant_Topic,Topic_Prob
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,operating profit rose eur million,@positive,3,0.8888861
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",purchase cramo become second largest rental service provider latvian market,@neutral,2,0.64046144
"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",priority strengthen company balance sheet increase cash flow ceo hannu krook said,@positive,2,0.5287946
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',purchase operation part yit strategy expand offering building system service geographically,@positive,1,0.930625
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,october finnish fishing tackle company rapala vmc corp hel rap v said today net profit rose eur first nine month eur period year earlier,@positive,3,0.96588784
"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",structure bim building information modeling software tekla model based software provider adopted construction management delivery university project abu dhabi,@neutral,2,0.78737426
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",according finnish metso mineral value company order gone eur bn month,@positive,3,0.6823838
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,finnish aldata solution signed contract supply g l system two french retail chain,@positive,2,0.5030301
Finnish Bank of +�land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,finnish bank land report operating profit rose eur mn second quarter eur mn corresponding period,@positive,3,0.95773274
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,finnish financial group aktia operating profit increased eur mn eur mn,@positive,3,0.9419651
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,finnish forest machinery manufacturer ponsse net sale grew eur mn first quarter eur mn corresponding period,@neutral,3,0.9587406
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,finnish kci konecranes raised net sale growth estimate,@positive,3,0.9243556
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystal use solar cell manufacturing,@neutral,3,0.5480959
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,finnish pharmaceutical company orion net sale rose eur mn first quarter eur mn first quarter,@neutral,3,0.95006925
"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",finnish ponsse signed agreement babcock africa distribution support ponsse forest machine harvester head information system south africa,@positive,1,0.95757204
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,south african sappi become largest foreign forest industry company operating finland result acquisition finnish real corporation graphic paper business unit,@neutral,1,0.8219449
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,according deputy md pekka silvennoinen aim double turnover next three year,@neutral,2,0.7247885
"According to HKScan Finland , the plan is to increase J+�rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",according hkscan finland plan increase j rvi suomen portti net sale eur mn eur mn,@positive,3,0.76164305
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",advertising circulation revenue grew respectively,@positive,3,0.88642645
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",takeover cramo become second largest rental service provider latvian market,@neutral,2,0.5917223
"Again , the most significant sales increase of 18.6 % was in Russia .",significant sale increase russia,@positive,1,0.5763021
Alma Media expects its net sales to increase as forecast previously .,alma medium expects net sale increase forecast previously,@positive,3,0.708531
Also Lemmink+�inen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,also lemmink inen profit accounting period went eur mn eur mn year ago,@positive,3,0.94646853
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",end march group order book eur mn corresponding period,@neutral,3,0.9298276
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",time profit company increased h reached l,@positive,3,0.8813848
Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,aviation system maintenance based kansa generated net sale usd million,@neutral,3,0.716015
"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",besides increased share meat various sausage offering number new taste grill product shish kebab segment paavel said,@positive,3,0.5124135
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",operating profit net sale month period increased respectively eur eur compared financial year,@positive,3,0.9515758
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",operating profit net sale month period increased respectively eur eur compared financial year,@positive,3,0.95157695
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",operating profit net sale month period increased respectively eur eur compared,@positive,3,0.9444191
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",operating profit net sale month period increased respectively eur eur compared,@positive,3,0.9444191
